Order_ID,Customer_ID,Product_Category,Purchase_Date,Return_Date,Revenue,Unit_Sold,Status
ORD-137449,CUST-1362,Clothing,11/26/2024,12/30/2024,$120.00 ,5,Returned
ORD-146237,CUST-0664,Toys,8/16/2025,,44,4,Pending
ORD-147454,CUST-6864,Clothing,6/2/2024,,53,1,Pending
ORD-132779,CUST-4991,Sports,12/7/2025,,235,1,Shipped
ORD-113559,CUST-3672,Clothing,12/16/2024,,249,3,Shipped
ORD-120625,CUST-1784,Electronics,9/10/2025,10/7/2025,3382,2,Returned
ORD-108926,CUST-4711,Clothing,5/12/2025,,210,2,Shipped
ORD-116051,CUST-0864,Toys,4/20/2025,4/27/2025,71,1,Returned
ORD-126152,CUST-5726,Electronics,6/15/2024,7/14/2024,5424,4,Returned
ORD-122993,CUST-6735,Sports,3/29/2025,,752,4,Shipped
ORD-113525,CUST-2317,Home & Garden,10/24/2024,,1255,5,Shipped
ORD-104444,CUST-2421,Clothing,4/6/2025,,52,2,Shipped
ORD-126258,CUST-2002,Sports,12/20/2025,,408,4,Shipped
ORD-135698,CUST-1313,Clothing,12/21/2025,,175,5,Shipped
ORD-147234,CUST-0242,Sports,8/2/2025,,765,3,Shipped
ORD-119027,CUST-0949,Sports,2/12/2026,,1000,4,Shipped
ORD-145255,CUST-4472,Home & Garden,1/16/2025,,328,4,Shipped
ORD-135389,CUST-2277,Electronics,4/7/2026,,9845,5,Shipped
ORD-116032,CUST-2971,Sports,1/17/2025,,785,5,Shipped
ORD-139493,CUST-3067,Home & Garden,12/14/2025,,825,3,Shipped
ORD-111240,CUST-1173,Home & Garden,8/23/2025,,590,5,Shipped
ORD-145009,CUST-3122,Toys,12/5/2024,12/4/2024,213,3,Returned
ORD-111879,CUST-6067,Toys,5/5/2025,,304,4,Shipped
ORD-100166,CUST-6222,Sports,9/30/2024,9/27/2024,USD 354,2,Returned
ORD-111516,CUST-1979,Electronics,11/25/2025,,9345,5,Shipped
ORD-130092,CUST-0292,Toys,10/25/2024,,52,4,Shipped
ORD-136544,CUST-2156,Toys,7/20/2025,,1664 NTD,1,Shipped
ORD-132528,CUST-1187,Sports,11/10/2025,,747,3,Shipped
ORD-133821,CUST-2667,Home & Garden,11/9/2025,12/22/2025,758,2,Returned
ORD-140602,CUST-1442,Toys,6/30/2025,,396,4,Shipped
ORD-125723,CUST-7728,Home & Garden,10/26/2025,,$324.00 ,1,Shipped
ORD-138023,CUST-4443,Home & Garden,7/20/2024,,282,3,Shipped
ORD-105552,CUST-2791,Toys,11/27/2024,,USD 285,5,Shipped
ORD-146190,CUST-5876,Toys,11/6/2024,,123,3,Shipped
ORD-136276,CUST-3767,Sports,8/31/2024,,$459.00 ,3,Pending
ORD-112571,CUST-6280,Home & Garden,6/22/2024,,820,2,Shipped
ORD-104128,CUST-2842,Toys,2/15/2025,,57,1,Shipped
ORD-112472,CUST-7844,Home & Garden,9/23/2025,,472,1,Shipped
ORD-141840,CUST-4606,Sports,2/1/2025,,175,1,Shipped
ORD-121719,CUST-7474,Electronics,8/5/2025,,2390,5,Shipped
ORD-132547,CUST-3496,Home & Garden,1/27/2026,2/9/2026,USD 417,3,Returned
ORD-146130,CUST-5274,Toys,9/29/2024,,264,3,Cancelled
ORD-119454,CUST-3779,Sports,3/25/2026,,884,4,Shipped
ORD-142754,CUST-7230,Electronics,11/21/2024,,414,1,Shipped
ORD-126209,CUST-0622,Toys,11/6/2024,,72,3,Shipped
ORD-129263,CUST-3997,Electronics,8/7/2024,,6304,4,Shipped
ORD-145372,CUST-5046,Electronics,8/15/2024,,5320,4,Pending
ORD-137164,CUST-4755,Home & Garden,12/9/2025,,580,4,Shipped
ORD-132073,CUST-4083,Home & Garden,11/16/2025,,471,1,Shipped
ORD-116099,CUST-5673,Toys,11/23/2024,,162,3,Shipped
ORD-144676,CUST-3656,Toys,1/30/2026,,78,1,Shipped
ORD-111787,CUST-6000,Toys,12/14/2024,,62,2,Shipped
ORD-107155,CUST-3105,Electronics,5/16/2025,,1076,1,Shipped
ORD-144435,CUST-3667,Clothing,2/18/2025,,266,2,Shipped
ORD-117657,CUST-5928,Clothing,8/17/2025,,339,3,Shipped
ORD-140409,CUST-5683,Sports,11/25/2025,,261,3,Shipped
ORD-117886,CUST-6238,Home & Garden,12/4/2025,,446,2,Pending
ORD-121640,CUST-1836,Sports,11/29/2025,,800,4,Pending
ORD-101945,CUST-0428,Sports,11/5/2024,12/3/2024,400,4,Returned
ORD-117202,CUST-2746,Clothing,3/8/2026,,384,3,Shipped
ORD-130331,CUST-5499,Toys,7/19/2025,,$60.00 ,2,Shipped
ORD-106460,CUST-2336,Electronics,4/2/2025,,6816,4,Shipped
ORD-104446,CUST-1973,Toys,12/23/2025,,232,4,Shipped
ORD-118487,CUST-6927,Home & Garden,8/5/2025,8/29/2025,780,5,Returned
ORD-146189,CUST-7769,Clothing,12/24/2024,,321,3,Shipped
ORD-108117,CUST-4458,Electronics,9/3/2025,9/20/2025,308160 NTD,5,Returned
ORD-113288,CUST-6196,Toys,4/27/2025,,USD 159,3,Shipped
ORD-126319,CUST-6522,Electronics,12/28/2025,,839,1,Shipped
ORD-139793,CUST-5618,Electronics,5/13/2024,,2552,2,Shipped
ORD-111377,CUST-3079,Electronics,7/12/2024,,3330,2,Shipped
ORD-146784,CUST-3274,Sports,11/26/2024,,670,5,Shipped
ORD-117621,CUST-3108,Electronics,9/28/2025,,6304,4,Shipped
ORD-147574,CUST-1728,Clothing,8/9/2024,,240,5,Shipped
ORD-132910,CUST-4951,Toys,4/7/2026,,141,3,Pending
ORD-138899,CUST-7954,Toys,11/29/2025,1/20/2026,USD 27,1,Returned
ORD-103486,CUST-1617,Home & Garden,3/10/2026,,336,4,Shipped
ORD-122709,CUST-7269,Sports,4/25/2024,,110,1,Shipped
ORD-110841,CUST-1111,Electronics,5/8/2024,,$631.00 ,1,Shipped
ORD-139143,CUST-3689,Toys,2/8/2026,,365,5,Shipped
ORD-100404,CUST-4201,Sports,3/7/2025,,$772.00 ,4,Shipped
ORD-129631,CUST-7389,Sports,4/19/2025,,670,5,Shipped
ORD-131721,CUST-5720,Toys,7/2/2025,,216,3,Shipped
ORD-146357,CUST-0525,Clothing,8/31/2025,,245,5,Shipped
ORD-122564,CUST-3963,Clothing,1/29/2025,,USD 150,5,Shipped
ORD-111405,CUST-5318,Toys,10/4/2025,,$405.00 ,5,Shipped
ORD-106814,CUST-0415,Toys,11/21/2024,12/3/2024,24,2,Returned
ORD-139820,CUST-5113,Sports,6/22/2024,,368,4,Shipped
ORD-144380,CUST-2687,Home & Garden,12/10/2025,,764,4,Cancelled
ORD-101348,CUST-5890,Clothing,5/1/2025,,460,5,Shipped
ORD-141997,CUST-3373,Home & Garden,4/21/2025,5/31/2025,1200,4,Returned
ORD-102620,CUST-1408,Sports,8/7/2024,,USD 190,5,Shipped
ORD-100159,CUST-2637,Clothing,11/14/2025,,236,2,Cancelled
ORD-145074,CUST-7866,Clothing,8/15/2025,,411,3,Shipped
ORD-109449,CUST-6182,Electronics,8/23/2025,,114880 NTD,5,Shipped
ORD-108404,CUST-7374,Home & Garden,7/19/2024,,785,5,Shipped
ORD-112400,CUST-6582,Home & Garden,3/30/2026,,342,2,Shipped
ORD-129941,CUST-0428,Home & Garden,12/30/2025,,2005,5,Shipped
ORD-113843,CUST-5862,Sports,2/13/2026,,932,4,Shipped
ORD-112649,CUST-3634,Sports,1/27/2026,,468,3,Shipped
ORD-116197,CUST-3687,Sports,3/13/2025,4/10/2025,148,4,Returned
ORD-140898,CUST-0418,Electronics,12/16/2024,,478,2,Shipped
ORD-124523,CUST-5385,Toys,7/4/2024,,136,4,Pending
ORD-134628,CUST-6649,Clothing,2/8/2026,,103,1,Shipped
ORD-118054,CUST-2954,Sports,12/14/2025,,526,2,Shipped
ORD-144254,CUST-7466,Electronics,2/13/2026,3/29/2026,166560 NTD,3,Returned
ORD-118996,CUST-4593,Sports,1/27/2025,,36320 NTD,5,Pending
ORD-116614,CUST-5967,Toys,11/21/2024,,150,5,Shipped
ORD-130850,CUST-3277,Clothing,7/2/2024,,447,3,Pending
ORD-126218,CUST-6376,Home & Garden,11/19/2024,,972,4,Shipped
ORD-137695,CUST-2620,Sports,4/30/2025,,1330,5,Shipped
ORD-119986,CUST-0596,Toys,2/22/2025,4/14/2025,11776 NTD,4,Returned
ORD-131555,CUST-3857,Home & Garden,2/28/2026,,37920 NTD,3,Shipped
ORD-127630,CUST-5397,Toys,7/17/2024,,70,5,Shipped
ORD-129911,CUST-5830,Clothing,1/26/2025,,135,1,Shipped
ORD-146555,CUST-2196,Sports,1/21/2026,,744,4,Shipped
ORD-106683,CUST-1535,Clothing,8/17/2025,,117,3,Pending
ORD-101633,CUST-0693,Home & Garden,8/4/2024,,59264 NTD,4,Shipped
ORD-101177,CUST-6423,Electronics,12/14/2024,,7004,4,Shipped
ORD-130737,CUST-4718,Home & Garden,1/30/2025,,52960 NTD,5,Shipped
ORD-139255,CUST-2576,Sports,12/8/2024,,192,1,Cancelled
ORD-100018,CUST-1797,Clothing,5/7/2024,,1024 NTD,1,Shipped
ORD-142978,CUST-5214,Electronics,10/12/2025,11/20/2025,3615,3,Returned
ORD-108822,CUST-5584,Clothing,1/5/2025,,268,4,Shipped
ORD-142294,CUST-0293,Electronics,11/25/2025,,1024,1,Pending
ORD-116312,CUST-7675,Sports,5/16/2025,6/23/2025,729,3,Returned
ORD-111885,CUST-5579,Sports,4/10/2025,,164,2,Pending
ORD-111344,CUST-7960,Toys,12/8/2025,,56,2,Shipped
ORD-122340,CUST-7601,Sports,10/2/2024,,53,1,Shipped
ORD-113577,CUST-6787,Sports,4/25/2024,,USD 251,1,Shipped
ORD-123629,CUST-7244,Electronics,12/14/2024,,1593,3,Shipped
ORD-108278,CUST-6161,Home & Garden,6/22/2024,,324,2,Shipped
ORD-125873,CUST-5623,Sports,3/10/2026,,46,1,Pending
ORD-108642,CUST-1725,Electronics,10/29/2025,,1193,1,Cancelled
ORD-136430,CUST-7914,Home & Garden,9/5/2024,,820,4,Shipped
ORD-112507,CUST-6389,Sports,9/24/2024,11/17/2024,USD 131,1,Returned
ORD-121679,CUST-4620,Clothing,6/24/2025,,400,4,Shipped
ORD-107302,CUST-5519,Home & Garden,5/8/2025,,1131,3,Shipped
ORD-138598,CUST-2518,Electronics,1/27/2026,,2190,5,Shipped
ORD-102603,CUST-4207,Clothing,1/17/2026,,243,3,Shipped
ORD-114251,CUST-6673,Toys,9/3/2025,9/8/2025,275,5,Returned
ORD-143803,CUST-4144,Clothing,3/21/2026,,177,3,Shipped
ORD-123240,CUST-6297,Clothing,10/16/2024,,252,2,Shipped
ORD-101055,CUST-5075,Electronics,5/31/2025,,247040 NTD,5,Shipped
ORD-135270,CUST-3247,Sports,4/6/2025,,11520 NTD,5,Pending
ORD-140968,CUST-2604,Clothing,11/10/2024,,62,2,Shipped
ORD-121793,CUST-7036,Clothing,12/3/2025,,138,2,Pending
ORD-103068,CUST-4351,Electronics,11/24/2025,,5907,3,Shipped
ORD-147776,CUST-6309,Clothing,5/10/2024,,USD 234,3,Shipped
ORD-102344,CUST-7280,Sports,2/13/2026,,492,3,Shipped
ORD-116765,CUST-4470,Electronics,10/20/2024,,"$3,865.00 ",5,Shipped
ORD-147387,CUST-5756,Electronics,4/9/2026,4/14/2026,7420,4,Returned
ORD-110064,CUST-3810,Electronics,7/1/2025,,3270,3,Shipped
ORD-138714,CUST-1995,Clothing,5/19/2025,,126,2,Shipped
ORD-138784,CUST-2999,Sports,7/27/2024,,428,2,Shipped
ORD-112509,CUST-4629,Sports,5/20/2024,,789,3,Pending
ORD-118496,CUST-0978,Electronics,11/12/2025,,2406,2,Shipped
ORD-131880,CUST-2546,Home & Garden,5/9/2024,,260,4,Shipped
ORD-130011,CUST-1355,Clothing,6/25/2025,,405,5,Shipped
ORD-117632,CUST-0685,Sports,12/11/2024,,6976 NTD,2,Shipped
ORD-114734,CUST-6035,Sports,12/8/2024,,17952 NTD,3,Shipped
ORD-136507,CUST-5731,Sports,4/2/2025,,$330.00 ,2,Pending
ORD-123273,CUST-1267,Home & Garden,4/13/2026,3/29/2026,1584,4,Returned
ORD-132216,CUST-1320,Sports,7/12/2024,,810,5,Shipped
ORD-117418,CUST-2536,Electronics,12/26/2025,,1360,2,Cancelled
ORD-109470,CUST-4490,Toys,8/4/2025,,98,2,Shipped
ORD-127855,CUST-3661,Toys,5/10/2025,,132,2,Shipped
ORD-120799,CUST-3965,Electronics,3/19/2026,,1558,1,Shipped
ORD-123640,CUST-5296,Toys,6/27/2024,,296,4,Shipped
ORD-117295,CUST-6785,Clothing,1/27/2025,,113,1,Shipped
ORD-143388,CUST-6882,Clothing,9/16/2025,,240,2,Cancelled
ORD-128362,CUST-7904,Toys,5/25/2024,,159,3,Shipped
ORD-106469,CUST-5902,Clothing,8/29/2025,,156,2,Shipped
ORD-141472,CUST-7248,Home & Garden,8/31/2025,,290,1,Pending
ORD-127097,CUST-4280,Toys,9/30/2025,,$500.00 ,5,Shipped
ORD-127727,CUST-0118,Toys,12/16/2025,,455,5,Shipped
ORD-102374,CUST-7537,Home & Garden,1/23/2026,2/28/2026,1804,4,Returned
ORD-142766,CUST-2870,Electronics,10/14/2024,,1020,1,Shipped
ORD-135315,CUST-2200,Electronics,5/16/2025,,6655,5,Shipped
ORD-132962,CUST-6218,Home & Garden,3/30/2025,,744,2,Shipped
ORD-144641,CUST-5280,Clothing,3/8/2025,,420,4,Shipped
ORD-111394,CUST-1277,Clothing,1/3/2025,2/28/2025,13600 NTD,5,Returned
ORD-116294,CUST-4746,Sports,7/22/2025,,1455,5,Shipped
ORD-127942,CUST-6213,Toys,5/29/2025,6/26/2025,328,4,Returned
ORD-141921,CUST-0815,Electronics,4/1/2026,4/30/2026,3165,5,Returned
ORD-132735,CUST-2156,Electronics,10/23/2025,,4536,4,Shipped
ORD-101066,CUST-7411,Sports,1/11/2026,,1405,5,Shipped
ORD-130180,CUST-5738,Toys,11/26/2025,12/6/2025,USD 148,2,Returned
ORD-125543,CUST-6425,Sports,8/7/2024,,161,1,Shipped
ORD-140657,CUST-5291,Toys,10/23/2025,,168,4,Shipped
ORD-112392,CUST-1905,Electronics,8/19/2024,,1602,3,Pending
ORD-125561,CUST-4094,Clothing,2/21/2026,,84,1,Shipped
ORD-129311,CUST-0269,Clothing,5/21/2025,6/6/2025,USD 380,4,Returned
ORD-100377,CUST-3715,Clothing,6/6/2025,,136,4,Shipped
ORD-136695,CUST-3828,Home & Garden,6/13/2025,,1440,5,Shipped
ORD-140095,CUST-5358,Electronics,4/7/2025,,1576,1,Shipped
ORD-131772,CUST-1155,Clothing,12/2/2025,,11520 NTD,5,Shipped
ORD-146713,CUST-4628,Clothing,9/13/2025,,273,3,Shipped
ORD-144348,CUST-7520,Toys,11/28/2024,,$40.00 ,2,Shipped
ORD-109052,CUST-7726,Electronics,1/11/2026,1/21/2026,516,1,Returned
ORD-117665,CUST-5412,Clothing,10/26/2024,,360,5,Shipped
ORD-120236,CUST-4682,Clothing,3/22/2025,,2560 NTD,2,Shipped
ORD-134390,CUST-1688,Toys,2/3/2026,,180,2,Cancelled
ORD-116419,CUST-7128,Toys,10/29/2024,,44,4,Shipped
ORD-114084,CUST-0941,Electronics,12/17/2025,11/20/2025,3045,5,Returned
ORD-121720,CUST-2492,Sports,5/8/2025,7/6/2025,118,2,Returned
ORD-138218,CUST-3341,Clothing,2/3/2025,,250,5,Shipped
ORD-115200,CUST-7562,Clothing,3/11/2025,2/21/2025,117,1,Returned
ORD-116802,CUST-3137,Electronics,8/15/2024,,1699,1,Shipped
ORD-136454,CUST-0730,Toys,11/25/2025,,11840 NTD,5,Cancelled
ORD-140973,CUST-4950,Home & Garden,7/7/2024,,958,2,Shipped
ORD-111473,CUST-5630,Sports,6/29/2025,,625,5,Shipped
ORD-135599,CUST-7272,Clothing,4/11/2025,,69,1,Pending
ORD-138126,CUST-3316,Home & Garden,6/30/2025,,622,2,Shipped
ORD-145729,CUST-1144,Home & Garden,8/20/2025,,236,4,Shipped
ORD-101299,CUST-6894,Clothing,10/14/2025,,96,3,Shipped
ORD-141592,CUST-6504,Toys,1/24/2025,2/5/2025,180,4,Returned
ORD-134087,CUST-5781,Clothing,4/6/2026,,315,3,Shipped
ORD-133266,CUST-5223,Electronics,4/17/2024,,3150,2,Shipped
ORD-135594,CUST-6369,Toys,1/30/2026,,67,1,Shipped
ORD-123102,CUST-6898,Electronics,4/29/2025,,3498,3,Shipped
ORD-144965,CUST-2765,Sports,5/15/2024,,828,4,Shipped
ORD-126775,CUST-6683,Home & Garden,1/26/2026,,852,3,Shipped
ORD-143703,CUST-4513,Electronics,11/1/2024,11/16/2024,1998,1,Returned
ORD-119593,CUST-5299,Electronics,10/2/2024,,890,1,Shipped
ORD-112523,CUST-6937,Clothing,10/28/2024,,444,4,Shipped
ORD-102127,CUST-6928,Home & Garden,8/31/2024,,452,2,Pending
ORD-139594,CUST-7713,Sports,9/8/2025,11/3/2025,300,2,Returned
ORD-120637,CUST-4759,Toys,2/14/2025,,252,4,Shipped
ORD-146243,CUST-4632,Electronics,3/6/2026,,7780,4,Shipped
ORD-120908,CUST-2913,Clothing,1/27/2025,,180,5,Pending
ORD-144923,CUST-3983,Home & Garden,6/30/2024,,1440,5,Shipped
ORD-124093,CUST-7986,Home & Garden,9/2/2024,,499,1,Shipped
ORD-142673,CUST-2145,Toys,6/19/2024,,USD 66,1,Shipped
ORD-107648,CUST-1341,Toys,10/6/2025,,78,2,Shipped
ORD-128353,CUST-3003,Electronics,2/3/2026,4/3/2026,1514,2,Returned
ORD-135962,CUST-7357,Electronics,1/16/2025,,1443,3,Shipped
ORD-123937,CUST-4584,Electronics,11/22/2024,,4245,5,Shipped
ORD-130190,CUST-0478,Home & Garden,7/19/2025,,1272,4,Shipped
ORD-113958,CUST-4492,Sports,12/24/2024,,406,2,Shipped
ORD-116977,CUST-1285,Toys,10/18/2025,,27,1,Cancelled
ORD-134248,CUST-6578,Clothing,4/29/2024,,258,2,Cancelled
ORD-105972,CUST-6852,Sports,5/6/2024,,676,4,Shipped
ORD-110122,CUST-0672,Home & Garden,2/27/2025,,1496,4,Shipped
ORD-105870,CUST-2957,Toys,8/2/2024,,98,2,Shipped
ORD-120920,CUST-0090,Home & Garden,6/13/2024,,1512,4,Pending
ORD-106621,CUST-5405,Sports,10/3/2024,11/27/2024,550,2,Returned
ORD-126799,CUST-0837,Clothing,11/18/2025,,USD 480,4,Shipped
ORD-144554,CUST-3086,Sports,1/12/2026,2/3/2026,300,4,Returned
ORD-114772,CUST-6538,Sports,1/4/2026,,$526.00 ,2,Shipped
ORD-121009,CUST-0741,Clothing,3/5/2025,,180,5,Pending
ORD-131651,CUST-1059,Toys,3/31/2026,,189,3,Shipped
ORD-144749,CUST-0317,Sports,9/28/2024,,900,5,Shipped
ORD-122950,CUST-5049,Sports,5/5/2024,,348,2,Pending
ORD-139702,CUST-1139,Electronics,1/7/2025,,481,1,Shipped
ORD-112600,CUST-3973,Home & Garden,4/11/2025,,1980,4,Shipped
ORD-109578,CUST-3222,Toys,9/7/2024,,4032 NTD,3,Shipped
ORD-135998,CUST-6111,Home & Garden,1/8/2025,2/24/2025,$578.00 ,2,Returned
ORD-113970,CUST-7347,Home & Garden,8/22/2025,,622,2,Shipped
ORD-104603,CUST-7572,Electronics,6/8/2025,6/27/2025,1783,1,Returned
ORD-101594,CUST-3499,Clothing,8/12/2025,7/27/2025,66,2,Returned
ORD-103956,CUST-2395,Clothing,2/27/2025,,2912 NTD,1,Shipped
ORD-112930,CUST-0252,Sports,12/24/2025,12/25/2025,1395,5,Returned
ORD-143005,CUST-7893,Toys,4/4/2026,,7104 NTD,3,Shipped
ORD-144457,CUST-2230,Electronics,5/12/2025,,2440,5,Shipped
ORD-100419,CUST-5712,Clothing,6/8/2025,,28,1,Shipped
ORD-143699,CUST-3893,Home & Garden,2/6/2025,,1152,3,Shipped
ORD-144587,CUST-3489,Sports,3/18/2026,,441,3,Shipped
ORD-116095,CUST-4101,Toys,11/6/2025,,128,2,Shipped
ORD-140480,CUST-4755,Toys,4/30/2025,6/16/2025,65,5,Returned
ORD-146102,CUST-5556,Clothing,12/12/2024,,103,1,Pending
ORD-110546,CUST-2682,Clothing,8/1/2025,9/5/2025,180,4,Returned
ORD-140530,CUST-1792,Clothing,12/18/2025,,282,3,Shipped
ORD-101261,CUST-7605,Sports,2/2/2025,2/17/2025,$254.00 ,2,Returned
ORD-135786,CUST-5448,Clothing,2/25/2025,,103,1,Shipped
ORD-112950,CUST-2391,Home & Garden,2/18/2026,,208,2,Shipped
ORD-111515,CUST-1001,Toys,7/9/2024,8/17/2024,105,5,Returned
ORD-102565,CUST-0255,Home & Garden,3/17/2026,,1740,4,Shipped
ORD-108869,CUST-2656,Electronics,12/26/2024,1/25/2025,135168 NTD,3,Returned
ORD-115502,CUST-2930,Sports,8/30/2025,,240,5,Shipped
ORD-115102,CUST-6385,Home & Garden,11/5/2024,11/25/2024,635,5,Returned
ORD-126139,CUST-5400,Sports,10/18/2024,10/16/2024,448,2,Returned
ORD-136758,CUST-2402,Toys,11/4/2024,12/8/2024,66,1,Returned
ORD-107119,CUST-7042,Toys,8/2/2024,,136,4,Shipped
ORD-147302,CUST-0134,Sports,7/15/2025,7/26/2025,1112,4,Returned
ORD-118924,CUST-6499,Sports,7/20/2024,,858,3,Shipped
ORD-101384,CUST-2622,Clothing,7/11/2025,,258,3,Shipped
ORD-131375,CUST-1617,Clothing,10/15/2025,,225,3,Shipped
ORD-125114,CUST-6615,Toys,6/30/2025,,255,5,Shipped
ORD-125820,CUST-7618,Home & Garden,7/11/2024,8/8/2024,444,4,Returned
ORD-138195,CUST-7971,Clothing,8/14/2025,,226,2,Shipped
ORD-109297,CUST-0688,Clothing,9/7/2025,,575,5,Shipped
ORD-132698,CUST-2691,Sports,1/1/2025,,504,3,Shipped
ORD-112462,CUST-7569,Clothing,10/21/2024,12/3/2024,120,4,Returned
ORD-112496,CUST-5393,Clothing,5/17/2024,,175,5,Shipped
ORD-122207,CUST-7693,Home & Garden,7/3/2024,,14656 NTD,2,Cancelled
ORD-102519,CUST-4393,Electronics,12/9/2024,12/28/2024,4017,3,Returned
ORD-109016,CUST-1773,Sports,10/12/2025,10/11/2025,13952 NTD,2,Returned
ORD-147517,CUST-2247,Sports,9/7/2024,10/19/2024,81,1,Returned
ORD-144781,CUST-1338,Sports,5/17/2025,,$988.00 ,4,Shipped
ORD-113955,CUST-2063,Home & Garden,8/4/2025,9/15/2025,231,1,Returned
ORD-114208,CUST-5509,Clothing,6/7/2024,,248,4,Shipped
ORD-115745,CUST-5907,Clothing,1/19/2025,,312,3,Shipped
ORD-147685,CUST-2330,Electronics,8/27/2025,,2452,2,Shipped
ORD-131249,CUST-0155,Toys,8/27/2024,,28,2,Pending
ORD-100834,CUST-7272,Sports,5/30/2025,7/17/2025,USD 1480,5,Returned
ORD-112572,CUST-5281,Toys,11/21/2025,,201,3,Shipped
ORD-142497,CUST-3331,Electronics,4/5/2025,,872,2,Shipped
ORD-109259,CUST-1908,Home & Garden,8/16/2024,,1795,5,Shipped
ORD-139626,CUST-2126,Home & Garden,11/12/2025,,10304 NTD,1,Shipped
ORD-108619,CUST-1903,Clothing,2/27/2025,,USD 130,1,Shipped
ORD-131311,CUST-2469,Electronics,11/17/2025,,"$1,344.00 ",4,Shipped
ORD-107184,CUST-6308,Home & Garden,9/13/2024,,880,4,Shipped
ORD-145600,CUST-2432,Clothing,10/31/2025,,432,3,Shipped
ORD-133819,CUST-0331,Toys,4/7/2026,,320,4,Shipped
ORD-140934,CUST-2679,Toys,6/2/2025,,44,2,Shipped
ORD-120744,CUST-0562,Home & Garden,8/8/2024,9/30/2024,2110,5,Returned
ORD-121352,CUST-0398,Clothing,12/7/2024,,420,5,Shipped
ORD-101992,CUST-2968,Sports,8/6/2024,,976,4,Shipped
ORD-114793,CUST-7776,Toys,10/2/2024,,$165.00 ,5,Pending
ORD-131182,CUST-4968,Toys,7/28/2024,,24,2,Shipped
ORD-143378,CUST-0774,Clothing,12/10/2025,2/6/2026,USD 720,5,Returned
ORD-109782,CUST-6825,Home & Garden,2/28/2025,,2235,5,Shipped
ORD-126776,CUST-3254,Clothing,11/24/2025,,12000 NTD,5,Shipped
ORD-100943,CUST-6447,Electronics,1/25/2026,,145280 NTD,4,Shipped
ORD-104213,CUST-0790,Toys,8/22/2024,,280,4,Shipped
ORD-120883,CUST-3902,Toys,10/29/2025,,$84.00 ,1,Shipped
ORD-125296,CUST-0409,Electronics,12/14/2025,,3802,2,Shipped
ORD-110072,CUST-7798,Toys,11/21/2024,,USD 455,5,Shipped
ORD-136735,CUST-0491,Sports,6/19/2024,,72,2,Shipped
ORD-113275,CUST-7884,Home & Garden,12/12/2025,,1356,3,Shipped
ORD-116433,CUST-0006,Clothing,8/15/2025,,124,4,Shipped
ORD-135934,CUST-1820,Electronics,11/22/2025,,3306,3,Shipped
ORD-108825,CUST-0577,Sports,5/1/2024,,340,5,Shipped
ORD-105134,CUST-6455,Electronics,12/10/2024,1/13/2025,"$1,371.00 ",3,Returned
ORD-114125,CUST-3896,Toys,10/4/2025,,320,4,Shipped
ORD-108140,CUST-1030,Toys,2/13/2026,,65,1,Shipped
ORD-138176,CUST-7387,Home & Garden,7/30/2024,8/3/2024,286,2,Returned
ORD-123295,CUST-0793,Electronics,4/21/2024,,1015,1,Shipped
ORD-109856,CUST-6021,Electronics,3/30/2025,,2508,4,Pending
ORD-116006,CUST-5094,Clothing,12/1/2025,,390,3,Pending
ORD-118537,CUST-0597,Toys,8/31/2025,,154,2,Shipped
ORD-124198,CUST-2548,Home & Garden,8/17/2025,,940,2,Shipped
ORD-133152,CUST-5761,Home & Garden,8/12/2024,,$423.00 ,1,Shipped
ORD-132134,CUST-6940,Clothing,10/4/2024,,375,3,Shipped
ORD-108422,CUST-6424,Toys,10/27/2025,,76,4,Shipped
ORD-135659,CUST-6935,Clothing,8/28/2025,,111,3,Shipped
ORD-120510,CUST-0765,Sports,1/3/2025,2/14/2025,590,2,Returned
ORD-103843,CUST-6903,Home & Garden,2/17/2026,3/19/2026,488,4,Returned
ORD-110287,CUST-7019,Home & Garden,5/31/2024,7/9/2024,972,4,Returned
ORD-104373,CUST-3486,Electronics,5/14/2025,,7870,5,Shipped
ORD-111760,CUST-2377,Clothing,6/17/2024,,62,2,Shipped
ORD-134301,CUST-2538,Sports,8/10/2024,8/14/2024,USD 524,4,Returned
ORD-141285,CUST-5683,Home & Garden,6/14/2025,7/17/2025,2135,5,Returned
ORD-137765,CUST-0007,Electronics,6/14/2024,8/8/2024,1446,2,Returned
ORD-141297,CUST-5668,Sports,2/16/2025,,11520 NTD,3,Shipped
ORD-137321,CUST-7756,Sports,5/8/2025,5/26/2025,258,2,Returned
ORD-125171,CUST-6234,Clothing,9/26/2024,9/9/2024,120,5,Returned
ORD-143288,CUST-3385,Home & Garden,8/3/2024,9/16/2024,16160 NTD,5,Returned
ORD-111975,CUST-6193,Electronics,7/24/2025,9/12/2025,1224,2,Returned
ORD-119229,CUST-0386,Sports,3/10/2025,,86,2,Pending
ORD-119905,CUST-0289,Toys,7/4/2025,7/27/2025,100,4,Returned
ORD-125357,CUST-5049,Sports,6/8/2025,,408,4,Shipped
ORD-146667,CUST-6924,Electronics,3/10/2025,,7392 NTD,1,Shipped
ORD-138272,CUST-2247,Home & Garden,12/16/2025,,676,2,Shipped
ORD-100627,CUST-4266,Toys,8/14/2024,,10,1,Shipped
ORD-145229,CUST-2120,Home & Garden,10/3/2024,,204,1,Shipped
ORD-131089,CUST-5776,Electronics,3/21/2025,,5060,4,Shipped
